point_id  latitude        longitude    height
20020456  55.354429370    7.593370106  468.6184
20020457  51.845485579    4.889315978  -42.8282
20020458  55.256139940    7.125272786  360.5137
20020459  51.654106915    7.943526790  265.6139
20020460  52.333754055    2.318931207  251.3536
20020461  50.138644859    7.881161969  250.1615
20020462  55.349844939    2.915297028   52.4054
20020463  53.678392635    2.870754171  336.0867
20020464  54.793309908    3.351272876   37.9709
20020465  50.535007446    3.449918324   54.9419
20020466  54.465310379    5.717305647  149.4125
20020467  52.838917661    5.826912662  296.9832
20020468  52.675913295    2.726959128  291.8692
20020469  50.389983632    6.878082298   49.6078
20020470  53.712230263    5.300003067  179.6862
20020471  52.965464901    2.484677522   50.7297
20020472  51.369610559    3.905088438  375.2787
20020473  55.652418477    5.017569585  268.6561
20020474  54.129047710    2.560651423  170.6412
20020475  53.011877071    7.664272936  359.7680
20020476  51.645380612    2.868958669  124.3947
20020477  55.743387722    7.206222674   80.3447
20020478  52.808625199    2.591258732  336.7135
20020479  54.445306303    5.565863578  381.0533
20020480  52.756678376    3.524939069  -45.2699
20020481  51.443954030    2.332754939  303.7268
20020482  55.441776363    2.580764521  461.8108
20020483  54.692787889    4.164955794  132.0871
20020484  50.808761135    6.089301192  162.1932
20020485  52.228187887    6.980386546   25.6516
20020486  53.901057436    5.288203959   72.9307
20020487  53.539952196    5.096726571  269.0514
20020488  51.914361421    7.315341769   24.0336
20020489  55.214974352    2.284353380  127.9363
20020490  55.428904346    2.885152756  136.1640
20020491  50.275228146    7.664745750  -38.2612
20020492  53.665159966    2.058739408  152.5347
20020493  50.522140238    6.313085758  200.2882
20020494  51.428420915    2.151148480   85.3223
20020495  54.785183447    2.520352347  139.0809
20020496  52.483828194    4.312769303  353.9018
20020497  53.834906486    6.663932973  315.5990
20020498  51.566639953    7.998017596  171.5113
20020499  54.132541846    3.931768150  204.9648
20020500  50.455671705    2.705787088  -17.9534
20020501  52.051735918    3.199501731   55.9429
20020502  52.639524821    3.365925566    1.0585
20020503  52.004303758    2.086424889  446.2835
20020504  53.758733493    2.043995345  323.0294
20020505  52.750805715    5.736716385  247.7626
20020506  50.135956748    6.689509362  445.6120
20020507  54.489962841    6.299740236  409.0127
20020508  52.814258882    4.135091631  364.0561
20020509  51.564082456    6.711789628   68.8863
20020510  55.272701457    6.025355419  288.5333
20020511  52.180755091    4.026383447  -24.7325
20020512  51.854119015    5.132027483  449.9578
20020513  53.111466404    7.173421364   60.8065
20020514  53.097438605    5.603631906   71.3117
20020515  53.410505275    5.702506893   70.9190
20020516  50.399477316    2.482740292  103.3162
20020517  55.421622893    2.155422258  173.1131
20020518  50.859835044    6.502994169  121.7714
20020519  54.697856474    6.868243310  443.3018
20020520  52.439205569    4.368398184    1.7371
20020521  54.656195037    5.448917461  313.9965
20020522  53.931191936    2.221894423  181.1289
20020523  51.989397993    2.538052828  140.4160
20020524  53.327114894    5.460711367  474.2751
20020525  51.680426168    3.076546273   15.0746
20020526  51.436426824    7.984863735  -25.8582
20020527  53.142860508    7.105477571  349.2033
20020528  53.438964010    4.672351514  242.6208
20020529  52.070933042    3.588412253  345.5154
20020530  53.489168791    2.123965048  225.7057
20020531  54.123923283    3.592164187   33.1800
20020532  54.706026202    7.343873232  135.0137
20020533  53.705642885    5.032870746  198.9329
20020534  53.304352903    7.538944085   11.4210
20020535  51.624290859    4.564228066  349.7283
20020536  51.006855599    4.151924938  397.9459
20020537  50.514392982    2.665206269  206.1408
20020538  51.808169090    6.924804226  241.6264
20020539  51.773521745    5.164267344  195.3372
20020540  53.464018503    6.914589013  -37.8785
20020541  50.537682702    3.808301199  386.9770
20020542  52.461808429    5.346407504  199.6756
20020543  55.271126783    5.563822892  313.1546
20020544  51.486079458    7.980186345  117.8195
20020545  52.730038425    5.359742967  187.0803
20020546  51.298711008    6.648005525  220.8762
20020547  55.593998922    2.872469731  281.6246
20020548  52.691893976    7.241764482  419.4234
20020549  54.751673124    4.472097011  267.6888
20020550  52.914416170    5.878256169  193.9415
20020551  52.612540153    7.573059475  210.5643
20020552  54.873515442    6.208974509  465.1932
20020553  52.551835003    5.579243308   89.4417
20020554  52.640709192    6.248115705  412.8730
20020555  54.600309251    3.257385851  102.5791
20020556  50.231052837    5.347040361  221.5700
20020557  51.021706024    6.698410103  353.9044
20020558  53.458068281    7.781135316  181.1419
20020559  52.101399935    4.823638559  287.9272
20020560  50.378768643    6.920706165  455.3662
20020561  50.701297578    7.594263071   -7.3567
20020562  50.366910163    5.108462168  207.9477
20020563  53.456993775    4.122116040  175.2945
20020564  55.260453717    3.821208642  287.9257
20020565  53.553211816    5.868266549  206.1167
20020566  51.080815767    7.576731243  210.1122
20020567  54.904413946    4.198218659  -34.0000
20020568  55.265586836    5.379337174  306.8562
20020569  53.956685753    2.625766237  447.4547
20020570  54.942504506    3.390343637  323.4814
20020571  53.874801944    3.649330036  104.5508
20020572  54.673090375    2.864058505   63.0007
20020573  53.518207222    7.565790772  322.5093
20020574  53.279668005    4.511901505  344.0424
20020575  51.823952965    7.371063764  362.0576
20020576  51.715091144    7.016823769  364.9743
20020577  51.293020396    2.585427851  456.5323
20020578  54.484889980    5.390947197  449.2885
20020579  52.500984849    3.379271560  164.9600
20020580  55.039129340    3.422346628  282.8889
20020581  51.157045105    2.080390428  -11.2324
20020582  52.469293345    4.078244561  273.0470
20020583  52.809501206    5.896506129  464.5158
20020584  52.290394796    6.208324196  159.5655
20020585  50.089107071    3.236556849  404.7853
20020586  54.059825165    2.715776960  358.3747
20020587  53.003783131    3.872854751  446.1866
20020588  50.211323088    5.456349821  222.8402
20020589  54.480922034    4.951558581  287.1466
20020590  53.806320728    5.263226138  133.9654
20020591  52.518088751    2.741106954  148.2248
20020592  52.481794203    7.332118924   37.5913
20020593  55.868364717    4.287567403  181.1698
20020594  50.770191435    3.708596222  207.3057
20020595  51.963756213    5.349978723   -2.1956
20020596  55.648128882    3.136885063  438.7376
20020597  52.584969058    7.023813719  454.0460
20020598  54.704022957    3.592409980   25.2063
20020599  53.768154868    3.006627452   88.9292
20020600  53.981653611    7.504763175  443.5494
20020601  54.609095940    4.364917029   69.3122
20020602  51.002190035    7.880430604   99.4291
20020603  53.536518480    4.304939669  213.3918
20020604  55.671184151    4.240076958  376.6605
20020605  52.048844574    2.747166981  483.4145
20020606  53.896824668    6.585472178  495.5306
20020607  50.092816963    4.106230281  338.3155
20020608  50.801471416    5.505720377  253.0672
20020609  50.572910855    4.064650538  187.5360
20020610  53.994981877    6.508649561  214.4205
20020611  52.615152450    2.739427297  216.5852
20020612  50.697935839    6.060276720  265.9628
20020613  54.674120484    7.352076740  291.9571
20020614  53.675787478    2.984689235  -44.3822
20020615  55.332865120    3.224323271  363.5489
20020616  52.097891492    4.274244964  178.9807
20020617  51.878390046    3.027900607  468.2687
20020618  52.344436267    5.090789117  350.9738
20020619  52.198176563    4.034038166  346.3988
20020620  52.844851713    7.904355894  118.9188
20020621  55.260456096    3.811681936  275.2211
20020622  53.824484336    3.005276468  192.8652
20020623  55.218902260    7.271197424  157.4735
20020624  53.646222108    4.274400260   27.4821
20020625  51.132155685    3.467111715  411.0935
20020626  53.302342352    7.015432581  -25.7996
20020627  53.402153995    3.470933460  434.8161
20020628  55.519648349    3.280662762  246.9430
20020629  51.687858452    5.648325394  213.5594
20020630  55.217608619    6.578575539  450.6959
20020631  55.994000736    2.116452470   -1.2849
20020632  50.971222256    7.593041578   40.0133
20020633  51.170653155    2.331177199  432.2670
20020634  51.401736547    6.813638204  142.1582
20020635  54.000714204    6.089459872  210.9710
20020636  50.820859184    4.452480411  267.7033
20020637  51.645411794    5.711759506  384.7619
20020638  52.229062171    5.816870433  166.5105
20020639  53.308822265    3.257515162  246.6844
20020640  52.484187074    3.385002348  -36.1050
20020641  52.444816320    2.012136406  -22.2310
20020642  50.859332920    7.040202614    3.5134
20020643  53.739144307    2.879924917  -10.6708
20020644  50.042228871    3.032317307  -29.1849
20020645  54.498965367    7.787086065  170.2917
20020646  50.576029851    2.389272078  148.7839
20020647  54.923421432    4.221665969  162.6119
20020648  51.181161208    3.921416680  213.5309
20020649  52.552031441    4.866411847  104.9114
20020650  55.254025499    3.281891804  318.8585
20020651  51.423143445    4.416484319   73.5101
20020652  54.486146776    6.287916081   -1.9249
20020653  52.371457476    6.139585086  271.8329
20020654  50.008775931    3.169557348  348.8279
20020655  54.093416318    2.565466338  220.7812
20020656  53.231779080    7.621683954  219.9408
20020657  54.847790356    5.461813502  448.4768
20020658  55.639063057    5.907324950  473.7293
20020659  51.928192111    3.621031303  433.3160
20020660  54.586452374    4.419498095  456.8231
20020661  53.106534177    5.544090371  454.1218
